"AccSpeciesID"	"AccSpeciesName"	"ObsNum"	"ObsGRNum"	"MeasNum"	"MeasGRNum"	"TraitNum"
67342	"Dioscorea brachybotrya"	4		4		3
67343	"Dioscorea ceratandra"	3		3		3
67344	"Dioscorea cotinifolia"	3		4		3
67345	"Dioscorea dodecaneura"	3		3		3
67346	"Dioscorea gillettii"	3		4		3
67347	"Dioscorea hombuka"	3		4		3
67348	"Dioscorea macrocapsa"	2		2		2
67349	"Dioscorea macrocarpa"	2		2		2
67350	"Dioscorea megacarpa"	3		3		3
67351	"Dioscorea melastomatifolia"	3		3		3
67352	"Dioscorea monandra"	3		3		3
67353	"Dioscorea persimilis"	3		3		2
67354	"Dioscorea preussii"	2		2		2
67355	"Dioscorea pseudomacrocapsa"	2		2		2
67356	"Dioscorea sagittifolia"	3		3		3
67357	"Dioscorea sansibarensis"	3		4		3
67358	"Dioscorea saxatilis"	3		4		3
67359	"Dioscorea smilacifolia"	3		3		3
67360	"Diosma hirsuta"	6		6		1
67361	"Diosma oppositifolia"	6		6		1
67362	"Diospyros bussei"	6		9		3
67363	"Diospyros castanea"	3	1	3	1	2
67364	"Diospyros ekodul"	6	1	10	5	8
67365	"Diospyros elliotii"	6		6		2
67366	"Diospyros fischeri"	6		9		3
67367	"Diospyros glabra"	6		9		3
67368	"Diospyros greveana"	6		6		2
67369	"Diospyros humbertiana"	6		9		3
67370	"Diospyros intricata"	6		6		2
67371	"Diospyros loureiriana"	6		6		2
67372	"Diospyros mapingo"	6		6		2
67373	"Diospyros myriophylla"	6		6		2
67374	"Diospyros pseudoxylopia"	9	1	14	5	9
67375	"Diospyros revolutissima"	6		6		2
67376	"Diospyros scabra"	6		9		3
67377	"Diospyros wajirensis"	6		6		2
67378	"Diospyros weddellii"	3		5		3
67379	"Dipcadi heterocuspe"	3		3		2
67380	"Dipcadi longifolium"	3		4		3
67381	"Dipcadi viride"	3		4		3
67382	"Dipelta yunnanensis"	8		8		3
67383	"Diphasiastrum sp"	1		5		4
67384	"Diphysa americana"	3	3	14	14	7
67385	"Diphysa sennoides"	6		6		1
67386	"Diphysa suberosa"	6		6		1
67387	"Diplarrhena moraea"	2		2		1
67388	"Diplaspis nivis"	6		6		1
67389	"Diplotropis incexis"	1		2		2
67390	"Dipsacus asper"	6		10		2
67391	"Dipterodendron costaricense"	2		2		1
67392	"Dischidia formosana"	2	1	4	3	3
67393	"Dischidia major"	1		1		1
67394	"Disparago kraussii"	6		6		1
67395	"Dissotis amplexicaulis"	6		6		1
67396	"Distephanus anisochaetoides"	6		6		1
67397	"Distephanus antandroy"	6		10		2
67398	"Distephanus plumosus"	6		6		1
67399	"Disterigma humboldtiana"	1		1		1
67400	"Disterigma humboldtii"	2		2		1
67401	"Distictella granulosa"	1		1		1
67402	"Distictella magnoliifolia"	2		2		2
67403	"Ditassa anomala"	1		1		1
67404	"Ditassa bolivarensis"	1		1		1
67405	"Dithyrea wislizeni"	6		6		1
67406	"Docynia delavayi"	7		11		3
67407	"Dodartia orientalis"	6		6		1
67408	"Dodonaea camfieldii"	7		11		3
67409	"Dodonaea concinna"	7		7		2
67410	"Dodonaea ehrenbergii"	7		7		2
67411	"Dodonaea hexandra"	7		11		3
67412	"Dodonaea humilis"	7		11		3
67413	"Dodonaea intricata"	7		11		3
67414	"Dodonaea polyandra"	7		11		3
67415	"Dodonaea ptarmicifolia"	7		15		4
67416	"Dodonaea trifida"	7		11		3
67417	"Dolichorrhiza renifolia"	6		6		1
67418	"Doliocarpus amazonicus"	5	4	17	16	2
67419	"Doliocarpus gracilis"	28	27	109	108	2
67420	"Dombeya acutangula"	6		10		2
67421	"Dombeya andrahomanensis"	6		6		1
67422	"Dombeya borraginea"	6		10		2
67423	"Dombeya borraginopsis"	6		6		1
67424	"Dombeya mollis"	6		10		2
67425	"Dombeya oligantha"	6		6		1
67426	"Dombeya urenoides"	6		6		1
67427	"Donatia novae-zelandiae"	3		6		5
67428	"Dopatrium macranthum"	6		6		1
67429	"Doronicum hungaricum"	7		6		1
67430	"Doronicum turkestanicum"	6		10		2
67431	"Doryanthes palmeri"	3		4		3
67432	"Dovea macrocarpa"	5		5		2
67433	"Dovyalis rotundifolia"	7		7		2
67434	"Draba cuneifolia"	7	1	8	2	3
67435	"Draba groenlandica"	1		10		10
67436	"Draba incerta"	6		6		1
67437	"Draba praealta"	6		6		1
67438	"Draba sp"	3		6		5
67439	"Dracaena bakeri"	2		2		1
67440	"Dracaena ellenbeckiana"	3		3		2
67441	"Dracaena mannii"	3		3		2
67442	"Dracaena steudneri"	3		3		2
67443	"Dracocephalum austriacum"	11	1	33	18	19
67444	"Dracophyllum adamsii"	5		8		2
67445	"Dracophyllum arboreum"	2		5		4
67446	"Dracophyllum latifolium"	5		5		1
67447	"Dracophyllum scoparium"	2		5		4
67448	"Dregea schimperi"	1		1		1
67449	"Drimia elata"	4		5		4
67450	"Drimia secunda"	3		3		2
67451	"Drimys insipida"	6	2	21	17	14
67452	"Drimys lanceolata"	7	1	20	14	15
67453	"Drimys vickeriana"	3		3		2
67454	"Drosanthemum inornatum"	4		6		2
67455	"Drosanthemum parvifolium"	4		4		1
67456	"Drosera capillaris"	6		6		3
67457	"Drosera filiformis"	7		7		3
67458	"Drosera macrantha"	6		8		4
67459	"Drosera praefolia"	4		4		1
67460	"Drosera whittakeri"	8		8		4
67461	"Dryadodaphne crassa"	3		6		5
67462	"Dryandra armata"	4		4		3
67463	"Dryandra catoglypta"	4		4		3
67464	"Dryandra corvijuga"	4		4		3
67465	"Dryandra cuneata"	4		4		3
67466	"Dryandra foliosissima"	4		4		3
67467	"Dryandra fraseri"	4		4		3
67468	"Dryandra mucronulata"	4		4		3
67469	"Dryandra nobilis"	4		4		3
67470	"Dryandra pallida"	4		4		3
67471	"Dryandra quercifolia"	4		4		3
67472	"Dryandra serra"	4		4		3
67473	"Dryas punctata"	2	1	8	3	7
67474	"Drymonia coccinea"	1		1		1
67475	"Drypetes battiscombei"	2	1	10	9	7
67476	"Drypetes madagascariensis"	8		8		3
67477	"Dudleya collomiae"	4		6		2
67478	"Duguetia confusa"	3	1	4	2	3
67479	"Duosperma crenatum"	6		10		2
67480	"Dussia atropurpurea"	2	2	17	17	10
67481	"Dypsis lutescens"	6		6		3
67482	"Dypsis scottiana"	6		8		4
67483	"Dyschoriste nagchana"	6		10		2
67484	"Dyschoriste perrottetii"	6		10		2
67485	"Dyscritothamnus matudae"	6		10		2
67486	"Eberlanzia clausa"	4		4		1
67487	"Eberlanzia ebracteata"	4		6		2
67488	"Eberlanzia schneideriana"	4		6		2
67489	"Eberlanzia sedoides"	4		6		2
67490	"Ebracteola derenbergiana"	4		6		2
67491	"Ecdysanthera rosea"	2		2		2
67492	"Echeandia durangensis"	4		4		3
67493	"Echeandia macrophylla"	4		4		3
67494	"Echeveria bifida"	4		6		2
67495	"Echeveria crassicaulis"	4		6		2
67496	"Echinocereus enneacanthus"	4		4		1
67497	"Echinocereus reichenbachii"	4		4		1
67498	"Echinocereus stramineus"	4		4		1
67499	"Echinodorus berteroi"	7		23		21
67500	"Echinodorus ranunculoides"	3		3		3
67501	"Echinodorus repens"	3		3		3
67502	"Echinopepon floribundus"	6		6		1
67503	"Echinops colchicus"	6		10		2
67504	"Echinops tenuisectus"	6		10		2
67505	"Echinopsis atacamensis"	4		4		1
67506	"Echinopsis bolligeriana"	4		4		1
67507	"Echinopsis leucantha"					
67508	"Echinopterys eglandulosa"	8		12		4
67509	"Echium angustifolium"	7	1	38	28	21
67510	"Echium judaeum"	6		6		1
67511	"Echium rauwolfii"	6		6		1
67512	"Ectadium latifolium"	6		14		3
67513	"Edmundoa lindenii"	6		6		3
67514	"Edraianthus serbicus"	6		10		2
67515	"Ehretia dicksonii"	6		6		1
67516	"Einadia polygonoides"	4		6		2
67517	"Einadia trigonos"	8		12		2
67518	"Elaeagia auriculata"	1	1	3	3	2
67519	"Elaeagia uxpanapensis"	2		2		1
67520	"Elaeagnus conferta"	4	3	10	9	3
67521	"Elaeagnus indica"	1		1		1
67522	"Elaeagnus kologa"	1		1		1
67523	"Elaeocarpus bifidus"	4	1	32	29	32
67524	"Elaeocarpus glabripetalus"	9	1	139	131	39
67525	"Elaeodendron alluaudianum"	6		10		2
67526	"Elatine gratioloides"	6		6		1
67527	"Elegia asperiflora"	6		6		3
67528	"Elegia fistulosa"	5		5		2
67529	"Elegia juncea"	6		6		3
67530	"Elegia neesii"	5		5		2
67531	"Elegia thyrsoidea"	6		6		3
67532	"Eleocharis acutangula"	6		8		4
67533	"Eleocharis caduca"	6		6		3
67534	"Eleocharis cylindrostachys"	6		8		4
67535	"Eleocharis engelmannii"	6		6		3
67536	"Eleocharis montana"	6		6		3
67537	"Eleocharis montevidensis"	6		6		3
67538	"Eleocharis mutata"	1		3		3
67539	"Eleocharis pusilla"	6		6		3
67540	"Eleocharis setifolia"	6		6		3
67541	"Elephantorrhiza praetermissa"	6		10		2
67542	"Elettariopsis curtisii"	1	1	5	5	3
67543	"Eleutherococcus divaricatus"	8		8		3
67544	"Elingamita johnsonii"	7		7		3
67545	"Ellisia nyctelea"	10	2	18	10	12
67546	"Elsholtzia flava"	6		10		2
67547	"Elytrigia campestris"	3		10		8
67548	"Embelia basaal"	1		1		1
67549	"Embelia floribunda"	5		8		2
67550	"Embelia grayi"	2	1	4	3	3
67551	"Embelia procumbens"	5		5		1
67552	"Embelia tropophylla"	5		8		2
67553	"Emilia marlothiana"	6		6		1
67554	"Emilia vanmeelii"	6		10		2
67555	"Enceliopsis nudicaulis"	6		6		1
67556	"Endlicheria bracteata"	9	1	14	5	9
67557	"Endlicheria tschudyana"	7	1	11	5	9
67558	"Endostemon ctenoneurus"	6		10		2
67559	"Endostemon gracilis"	6		10		2
67560	"Endostemon tereticaulis"	6		10		2
67561	"Enemion biternatum"	2		3		2
67562	"Engleria africana"	6		14		3
67563	"Englerina woodfordioides"	3		4		3
67564	"Entada mannii"	6		10		2
67565	"Entada pervillei"	6		6		1
67566	"Entada polyphylla"	1		2		2
67567	"Entadopsis polystachya"	3		3		3
67568	"Enydra radicans"	6		10		2
67569	"Epacris apsleyensis"	5		5		1
67570	"Epacris marginata"	5		5		1
67571	"Epacris tasmanica"	5		8		2
67572	"Epacris virgata"	5		5		1
67573	"Epaltes alata"	6		6		1
67574	"Epaltes australis"	8		12		4
67575	"Epaltes gariepina"	6		6		1
67576	"Epilobium royleanum"	6		6		1
67577	"Epimedium colchicum"	2		2		1
67578	"Epithelantha micromeris"	4		6		2
67579	"Epitriche demissus"	6		6		1
67580	"Equisetum giganteum"	4		6		5
67581	"Eragrostis orcuttiana"	1		5		5
67582	"Erblichia odorata"	2	1	3	2	2
67583	"Eremaea ebracteata"	8		12		4
67584	"Eremogone congesta"	4		6		2
67585	"Eremophila behriana"	6		6		1
67586	"Eremophila densifolia"	6		6		1
67587	"Eremophila divaricata"	6		6		1
67588	"Eremophila ionantha"	6		6		1
67589	"Eremophila macdonellii"	6		6		1
67590	"Eremophila microtheca"	6		10		2
67591	"Eremophila platythamnos"	6		6		1
67592	"Eremophila racemosa"	6		6		1
67593	"Eremophila santalina"	6		6		1
67594	"Eremophila sargentii"	6		6		1
67595	"Eremophila serrulata"	8		12		4
67596	"Eremophila subfloccosa"	11		9		4
67597	"Eremothamnus marlothianus"	8		12		4
67598	"Eremurus lactiflorus"	3		4		3
67599	"Eremurus libanoticus"	2		2		1
67600	"Eremurus robustus"	4		4		3
67601	"Eremurus spectabilis"	4		4		3
67602	"Eremurus tianschanicus"	3		4		3
67603	"Erepsia anceps"	4		4		1
67604	"Erepsia bracteata"	4		6		2
67605	"Erianthemum ngamicum"	1		4		4
67606	"Erianthus sp"	1		2		2
67607	"Eriastrum eremicum"	5		8		2
67608	"Eriastrum wilcoxii"	5		5		1
67609	"Erica abietina"	27		30		4
67610	"Erica alexandri"	6		6		2
67611	"Erica articularis"	7		7		3
67612	"Erica baueri"	12		18		4
67613	"Erica benguelensis"	7		10		4
67614	"Erica bergiana"	7		10		4
67615	"Erica blandfordia"	7		7		3
67616	"Erica bruniaefolia"	5		5		1
67617	"Erica calycina"	7		7		3
67618	"Erica capensis"	6		9		3
67619	"Erica clavisepala"	6		9		3
67620	"Erica copiosa"	7		7		3
67621	"Erica cubica"	7		10		4
67622	"Erica cylindrica"	7		10		4
67623	"Erica denticulata"	7		10		4
67624	"Erica depressa"	7		7		3
67625	"Erica duthieae"	7		7		3
67626	"Erica empetrina"	6		6		2
67627	"Erica fastigiata"	6		9		3
67628	"Erica ferrea"	7		7		3
67629	"Erica fontana"	6		6		2
67630	"Erica gallorum"	6		6		2
67631	"Erica glabella"	7		7		3
67632	"Erica globulifera"	7		10		4
67633	"Erica heliophila"	6		6		2
67634	"Erica hispidula"	17	10	88	78	13
67635	"Erica inflata"	7		10		4
67636	"Erica leucanthera"	7		7		3
67637	"Erica lucida"	6		6		2
67638	"Erica lutea"	6		9		3
67639	"Erica margaritacea"	6		9		3
67640	"Erica mariae"	6		6		2
67641	"Erica mauritanica"	6		9		3
67642	"Erica muscosa"	6		9		3
67643	"Erica nabea"	6		9		3
67644	"Erica nana"	7		7		3
67645	"Erica nevillei"	7		7		3
67646	"Erica newdigatei"	7		7		3
67647	"Erica nudiflora"	7		10		4
67648	"Erica ostiaria"	7		7		3
67649	"Erica palliiflora"	7		7		3
67650	"Erica patersonia"	5		5		1
67651	"Erica pectinifolia"	6		6		2
67652	"Erica physodes"	7		7		3
67653	"Erica pilulifera"	7		7		3
67654	"Erica pyxidiflora"	7		7		3
67655	"Erica rehmii"	7		10		4
67656	"Erica retorta"	6		9		3
67657	"Erica scytophylla"	7		7		3
67658	"Erica sparmanni"	7		7		3
67659	"Erica speciosa"	7		10		4
67660	"Erica spumosa"	7		7		3
67661	"Erica tegulifolia"	5		5		1
67662	"Erica tenuis"	7		7		3
67663	"Erica totta"	6		9		3
67664	"Erica urna-viridis"	7		7		3
67665	"Erica uysii"	7		7		3
67666	"Erica verticillata"	13		16		4
67667	"Erica viridescens"	12		18		4
67668	"Ericameria discoidea"	8		8		3
67669	"Ericameria fasciculata"	8		8		3
67670	"Ericameria laricifolia"	8		12		4
67671	"Ericameria suffruticosa"	8		8		3
67672	"Erigeron arenarioides"	6		10		2
67673	"Erigeron callianthemus"	6		6		1
67674	"Erigeron concinnus"	6		6		1
67675	"Erigeron corymbosus"	6		10		2
67676	"Erigeron eximius"	6		6		1
67677	"Erigeron morrisonensis"	10		10		2
67678	"Erigeron nanus"	7		10		2
67679	"Erigeron subtrinervis"	6		10		2
67680	"Erigeron tweedyi"	6		10		2
67681	"Eriocaulon afzelianum"	6		6		3
67682	"Eriocaulon australe"	6		6		3
67683	"Eriocaulon merrillii"	6		6		3
67684	"Eriocaulon nigericum"	6		6		3
67685	"Eriocaulon scariosum"	6		6		3
67686	"Eriocaulon schimperi"	6		6		3
67687	"Eriocaulon setaceum"	6		8		4
67688	"Eriocaulon sonderianum"	5		5		2
67689	"Eriocephalus kingesii"	6		6		1
67690	"Eriocephalus luederitzianus"	6		10		2
67691	"Eriocephalus merxmuelleri"	6		10		2
67692	"Eriocephalus scariosus"	6		10		2
67693	"Eriochiton sclerolaenoides"	4		6		2
67694	"Eriochloa borumensis"	1		1		1
67695	"Eriodictyon angustifolium"	8		12		4
67696	"Eriogonum ampullaceum"	4		4		1
67697	"Eriogonum brachyanthum"	4		6		2
67698	"Eriogonum cernuum"	6		6		3
67699	"Eriogonum davidsonii"	4		6		2
67700	"Eriogonum effusum"	4		6		2
67701	"Eriogonum lemmonii"	4		6		2
67702	"Eriogonum nummulare"	6		6		3
67703	"Eriogonum polycladon"	4		6		2
67704	"Eriogonum rosense"	4		4		1
67705	"Eriogonum subreniforme"	4		4		1
67706	"Eriosema scioanum"	6		10		2
67707	"Eriospermum bakerianum"	3		4		3
67708	"Eriospermum brevipes"	3		4		3
67709	"Eriospermum cooperi"	4		4		3
67710	"Eriospermum flagelliforme"	4		4		3
67711	"Eriospermum lanceaefolium"	4		4		3
67712	"Eriospermum porphyrium"	3		4		3
67713	"Eriosyce aspillagae"	8		8		1
67714	"Eriosyce aurata"	6		6		3
67715	"Eriosyce curvispina"	6		8		2
67716	"Eriosyce engleri"	4		4		1
67717	"Eriosyce heinrichiana"	6		8		2
67718	"Eriosyce napina"	13		19		3
67719	"Eriosyce occulta"	4		6		2
67720	"Eriosyce odieri"	14		16		2
67721	"Erlangea smithii"	6		6		1
67722	"Ernodea littoralis"	8		8		3
67723	"Erodium anaristatum"	1		1		1
67724	"Erodium laciniatum"	7	1	25	17	17
67725	"Erodium manescavi"	7		6		2
67726	"Erycibe coccinea"	3	2	7	6	3
67727	"Erycibe glaucescens"	1		1		1
67728	"Erycibe paniculata"	1		1		1
67729	"Erymophyllum tenellum"	6		6		1
67730	"Eryngium bourgatii"	8		8		3
67731	"Eryngium depressum"	6		6		1
67732	"Eryngium foetidum"	3		4		3
67733	"Eryngium leavenworthii"	6		10		2
67734	"Erysimum commatum"	6		10		2
67735	"Erysimum scabrum"	6		10		2
67736	"Erysimum substrigosum"	6		10		2
67737	"Erysimum tenellum"	6		10		2
67738	"Erythrina madagascariensis"	6		10		2
67739	"Erythronium caucasicum"	4		5		4
67740	"Erythronium hendersonii"	4		4		3
67741	"Erythronium multiscapideum"	4		4		3
67742	"Erythropalum populifolium"	2		2		2
67743	"Erythrophleum couminga"	6		6		1
67744	"Erythrophysa humbertii"	8		8		3
67745	"Erythroxylum nitidulum"	6		6		1
67746	"Erythroxylum pervillei"	6		6		1
67747	"Erythroxylum retusum"	6		10		2
67748	"Erythroxylum sechellarum"	1		4		4
67749	"Escallonia illinita"	10		10		5
67750	"Escallonia myrtoidea"	9		13		5
67751	"Escallonia revoluta"	8		9		3
67752	"Escallonia rubra"	17		34		14
67753	"Eschscholzia parishii"	2		2		1
67754	"Eschweilera jacquelyniae"	1	1	2	2	1
67755	"Eschweilera neei"	4		4		3
67756	"Eschweilera sessilis"	1	1	2	2	1
67757	"Escobaria tuberculosa"	4		4		1
67758	"Escobaria vivipara"	4		4		1
67759	"Eucalyptus acies"	8		12		4
67760	"Eucalyptus alaticaulis"	8		12		4
67761	"Eucalyptus albopurpurea"	8		12		4
67762	"Eucalyptus alligatrix"	8		12		4
67763	"Eucalyptus arachnaea"	14		14		3
67764	"Eucalyptus arenacea"	8		12		4
67765	"Eucalyptus aspersa"	8		8		3
67766	"Eucalyptus atrata"	8		12		4
67767	"Eucalyptus beardiana"	8		8		3
67768	"Eucalyptus blaxlandi"	2		2		1
67769	"Eucalyptus brachycalyx"	8		8		3
67770	"Eucalyptus brookeriana"	8		12		4
67771	"Eucalyptus castrensis"	8		12		4
67772	"Eucalyptus cerasiformis"	8		8		3
67773	"Eucalyptus cernua"	8		8		3
67774	"Eucalyptus cretata"	8		12		4
67775	"Eucalyptus diminuta"	8		12		4
67776	"Eucalyptus dura"	8		12		4
67777	"Eucalyptus extensa"	8		12		4
67778	"Eucalyptus extrica"	8		8		3
67779	"Eucalyptus famelica"	8		12		4
67780	"Eucalyptus foliosa"	8		8		3
67781	"Eucalyptus fulgens"	8		12		4
67782	"Eucalyptus hallii"	8		12		4
67783	"Eucalyptus hawkeri"	6		10		2
67784	"Eucalyptus helidonica"	8		12		4
67785	"Eucalyptus hypochlamydea"	6		6		1
67786	"Eucalyptus jucunda"	8		12		4
67787	"Eucalyptus latisinensis"	8		12		4
67788	"Eucalyptus leprophloia"	8		8		3
67789	"Eucalyptus ligulata"	8		8		3
67790	"Eucalyptus litoralis"	6		10		2
67791	"Eucalyptus litorea"	8		8		3
67792	"Eucalyptus longirostrata"	8		12		4
67793	"Eucalyptus microschema"	8		12		4
67794	"Eucalyptus myriadena"	8		12		4
67795	"Eucalyptus neutra"	6		6		1
67796	"Eucalyptus newbeyi"	8		12		4
67797	"Eucalyptus oresbia"	8		12		4
67798	"Eucalyptus paludicola"	8		12		4
67799	"Eucalyptus pantoleuca"	8		12		4
67800	"Eucalyptus peeneri"	6		6		1
67801	"Eucalyptus peninsularis"	6		6		1
67802	"Eucalyptus perangusta"	8		8		3
67803	"Eucalyptus percostata"	8		12		4
67804	"Eucalyptus pluricaulis"	14		18		4
67805	"Eucalyptus portuensis"	9	1	16	4	7
67806	"Eucalyptus prolixa"	8		8		3
67807	"Eucalyptus purpurata"	8		8		3
67808	"Eucalyptus quadrans"	8		8		3
67809	"Eucalyptus quaerenda"	7		11		3
67810	"Eucalyptus reducta"	8		12		4
67811	"Eucalyptus risdonii"	8		12		4
67812	"Eucalyptus sabulosa"	8		12		4
67813	"Eucalyptus scopulorum"	8		12		4
67814	"Eucalyptus serraensis"	8		12		4
67815	"Eucalyptus silvestris"	8		12		4
67816	"Eucalyptus splendens"	8		12		4
67817	"Eucalyptus strzeleckii"	8		12		4
67818	"Eucalyptus suggrandis"	8		8		3
67819	"Eucalyptus utilis"	8		12		4
67820	"Eucalyptus verrucata"	8		12		4
67821	"Eucalyptus verrucosa"	1		1		1
67822	"Eucalyptus vesiculosa"	8		12		4
67823	"Eucalyptus victoriana"	8		8		3
67824	"Eucalyptus willisii"	18		26		4
67825	"Eucalyptus wimmerensis"	6		6		1
67826	"Eucalyptus wyolensis"	8		8		3
67827	"Eucalyptus xanthoclada"	7		11		3
67828	"Eucalyptus yarraensis"	8		12		4
67829	"Eucalyptus yumbarrana"	6		10		2
67830	"Eucalyptus zopherophloia"	8		8		3
67831	"Euchaetis meridionalis"	6		6		1
67832	"Euchiton collinus"	6		10		2
67833	"Euchiton traversii"	6		10		2
67834	"Euclea asperrima"	7		7		3
67835	"Euclea linearis"	7		7		3
67836	"Eucomis pallidiflora"	5		5		4
67837	"Eugenia basilaris"	5		5		1
67838	"Eugenia chiapensis"	1		1		1
67839	"Eugenia hartshornii"	3		3		1
67840	"Eugenia lambertiana"	11	5	20	13	8
67841	"Eugenia macrocalyx"	17	9	88	78	28
67842	"Eugenia mimus"	8	2	16	10	6
67843	"Eugenia multibracteolata"	1		4		4
67844	"Eugenia natalitia"	6		10		2
67845	"Eugenia siggersii"	2		2		1
67846	"Eugenia sulcata"	4		7		2
67847	"Eugenia truncata"	2		2		1
67848	"Eulychnia acida"	8		8		1
67849	"Euodia fargesii"	7		7		2
67850	"Euodia meliifolia"	9		9		4
67851	"Euodia rutaecarpa"	13		34		14
67852	"Euonymus acanthocarpus"	7		7		2
67853	"Euonymus grandiflorus"	10	1	15	6	9
67854	"Euonymus vagans"	2	1	4	3	3
67855	"Eupatorium brevipes"	6		6		1
67856	"Eupatorium fortunei"	8		8		3
67857	"Eupatorium inulaefolium"					
67858	"Eupatorium makinoi"	1		5		5
67859	"Eupatorium megaphyllum"	1		1		1
67860	"Eupatorium vauthierianum"	1		1		1
67861	"Eupatorium vitalbae"	1		1		1
67862	"Euphorbia aegyptiaca"	1		1		1
67863	"Euphorbia arabica"	1		1		1
67864	"Euphorbia azorica"	6		6		1
67865	"Euphorbia damarana"	6		10		2
67866	"Euphorbia elata"	2		2		1
67867	"Euphorbia glomerifera"	6		6		1
67868	"Euphorbia heterochroma"	8		8		3
67869	"Euphorbia inarticulata"	7		7		2
67870	"Euphorbia leistneri"	6		10		2
67871	"Euphorbia origanoides"	6		6		1
67872	"Euphorbia polyantha"	6		6		1
67873	"Euphorbia robecchii"	8		8		3
67874	"Euphorbia scordifolia"	1		1		1
67875	"Euphorbia stenoclada"	8		8		3
67876	"Euphorbia sudanica"	6		6		1
67877	"Euphorbia virosa"	6		14		3
67878	"Euphorbia woodii"	6		6		1
67879	"Euphrasia gibbsiae"	6		6		1
67880	"Euphrasia scabra"	6		10		2
67881	"Eurya groffi"	6		6		1
67882	"Euryops abrotanifolius"	6		10		2
67883	"Euryops brevipapposus"	6		10		2
67884	"Euryops chrysanthemoides"	6		10		2
67885	"Euryops dregeanus"	6		10		2
67886	"Euryops laxus"	6		10		2
67887	"Eustephia coccinea"	4		4		3
67888	"Eutaxia diffusa"	6		10		2
67889	"Eutaxia myrtifolia"	6		6		1
67890	"Euthemis minor"	1	1	6	6	4
67891	"Evodia madagascariensis"	6		6		1
67892	"Excoecaria perrieri"	6		6		1
67893	"Exocarpos syrticola"	4		4		1
67894	"Exodeconus pusillus"	6		6		1
67895	"Fagara mayu"	6		6		1
67896	"Fagaropsis hildebrandtii"	6		6		1
67897	"Fagonia glutinosa"	5		8		2
67898	"Fagraea auriculata"	1		1		1
67899	"Fallopia aubertii"	12	9	65	63	24
67900	"Fallopia scandens"	6		6		3
67901	"Faramea capillipes"	16	10	37	31	14
67902	"Faramea quinqueflora"	7	1	11	5	9
67903	"Faramea uncinata"	4	1	8	5	6
67904	"Farsetia stenoptera"	6		6		1
67905	"Fascicularia bicolor"	7		7		4
67906	"Faucaria tigrina"	4		6		2
67907	"Felicia amoena"	6		10		2
67908	"Felicia australis"	6		10		2
67909	"Felicia clavipilosa"	6		10		2
67910	"Felicia muricata"	6		10		2
67911	"Felicia smaragdina"	6		6		1
67912	"Fenestraria aurantiaca"	4		4		1
67913	"Feretia aeruginescens"	8		12		4
67914	"Fernandoa madagascariensis"	8		12		4
67915	"Ferocactus recurvus"	4		4		1
67916	"Ferraria crispa"	6		8		4
67917	"Ferraria schaeferi"	3		3		2
67918	"Ferula foetida"	7	1	14	4	5
67919	"Ferula karataviensis"	6		10		2
67920	"Ferula kelleri"	6		6		1
67921	"Ferula kirialovii"	6		6		1
67922	"Ferula kuhistanica"	6		10		2
67923	"Ferula penninervis"	6		10		2
67924	"Ferula tenuisecta"	6		6		1
67925	"Ferula transiliensis"	6		6		1
67926	"Ferula tschuiliensis"	6		6		1
67927	"Ferulago taurica"	6		6		1
67928	"Ferulago trachycarpa"	6		10		2
67929	"Festuca melanopsis"	7		14		6
67930	"Festuca nigricans"	1		1		1
67931	"Festuca scabrella"	2		5		5
67932	"Festuca tenuifolia"	20	18	129	104	26
67933	"Festulolium braunii"	2		1		1
67934	"Ficinia indica"	6		6		3
67935	"Ficinia nodosa"	7		8		4
67936	"Ficus aurantiaca"	1	1	7	7	4
67937	"Ficus brachylepis"	1	1	8	8	5
67938	"Ficus brevibracteata"	4	1	8	5	6
67939	"Ficus concinna"	2	1	13	12	13
67940	"Ficus cotinifolia"	9		13		5
67941	"Ficus curtipes"	1	1	12	12	12
67942	"Ficus esquiroliana"	3	2	20	19	18
67943	"Ficus lyrata"	2	1	15	11	11
67944	"Ficus nipponica"	2	1	8	7	5
67945	"Ficus petiolaris"	6		7		3
67946	"Ficus thunbergii"	1		1		1
67947	"Ficus vogeliana"	8		12		4
67948	"Filago contracta"	6		10		2
67949	"Fimbristylis thermalis"	6		6		3
67950	"Fimbristylis triflora"	7		9		6
67951	"Fimbristylis velata"	6		6		3
67952	"Fioria dictyocarpa"	6		6		1
67953	"Fissistigma fulgens"	1		1		1
67954	"Fissistigma minuticalyx"	4		14		6
67955	"Fissistigma oldhamii"	5	2	142	133	43
67956	"Flacourtia flavescens"	8		12		4
67957	"Flagellaria guineensis"	6		6		3
67958	"Flaveria ramosissima"	9		15		6
67959	"Floscopa africana"	8		10		4
67960	"Floscopa glomerata"	6		8		4
67961	"Forchhammeria macrocarpa"	6		6		1
67962	"Forestiera neo-mexicana"	3	1	27	24	21
67963	"Forestiera rotundifolia"	8		8		3
67964	"Forsskaolea hereroensis"	6		14		3
67965	"Forsskaolea viridis"	6		6		1
67966	"Forsteronia affinis"	10	9	37	36	2
67967	"Forsteronia graciloides"	1		1		1
67968	"Forsteronia leptocarpa"	1		1		1
67969	"Forsteronia pilosa"	1		1		1
67970	"Forsteronia pubescens"	1		1		1
67971	"Forsteronia refracta"	2		2		2
67972	"Forsteronia rufa"	1		1		1
67973	"Forsteronia velloziana"	2		2		2
